id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized,列1
6,18,-E21_0,5.1,0,0,57,E3_0,33.94,12.81,39,164.98,7,2,0,24.27,0,tripinfo_6,DEFAULT_VEHTYPE,1.05,,42.77777778
8,24,E0_0,5.1,0,0,60,-E11_0,38.72,12.84,36,181.19,10,1,0,20.97,0,tripinfo_8,DEFAULT_VEHTYPE,0.94,,42.77777778
22,66,E0_0,5.1,0,0,82,E19_0,18.28,13.36,16,130.73,0,0,0,4.63,0,tripinfo_22,DEFAULT_VEHTYPE,0.97,,42.77777778
7,21,E4_0,5.1,0,0,93,E5_0,60.98,5.3,72,97.38,50,2,0,63.24,0,tripinfo_7,DEFAULT_VEHTYPE,0.89,,42.77777778
1,3,-E9_0,5.1,0,0,95,-E4_0,27.1,12.43,92,306.97,48,2,0,65.62,0,tripinfo_1,DEFAULT_VEHTYPE,0.94,,42.77777778
10,30,-E15_0,5.1,0,0,98,E1_0,58.45,15,68,241.35,39,1,0,49.79,0,tripinfo_10,DEFAULT_VEHTYPE,1.09,,42.77777778
14,42,-E15_0,5.1,0,0,104,E8_0,58.81,13.23,62,188.72,38,1,0,48.01,0,tripinfo_14,DEFAULT_VEHTYPE,0.99,,42.77777778
20,60,-E23_0,5.1,0,0,104,E14_0,27.81,11.37,44,228.66,15,1,0,26.95,0,tripinfo_20,DEFAULT_VEHTYPE,1.02,,42.77777778
2,6,E1_0,5.1,0,0,106,E21_0,16.21,12.67,100,262.92,58,2,0,80.33,0,tripinfo_2,DEFAULT_VEHTYPE,1.01,,42.77777778
23,69,-E20_0,5.1,0,0,106,E19_0,18.28,10.79,37,118.41,13,1,0,26.05,0,tripinfo_23,DEFAULT_VEHTYPE,0.89,,42.77777778
5,15,-E5_0,5.1,0,0,107,-E3_0,33.94,8.52,92,380.86,26,2,0,54.54,0,tripinfo_5,DEFAULT_VEHTYPE,0.83,,42.77777778
4,12,-E22_0,5.1,0,0,109,E22_0,33.36,13.04,97,299.96,49,2,0,73.5,0,tripinfo_4,DEFAULT_VEHTYPE,1.03,,42.77777778
15,45,E5_0,5.1,0,0,111,-E11_0,38.72,11.96,66,223.24,35,2,0,47.45,0,tripinfo_15,DEFAULT_VEHTYPE,0.93,,42.77777778
25,75,-E4_0,5.1,0,0,112,E10_0,63.43,11.18,37,223.4,8,1,0,16.79,0,tripinfo_25,DEFAULT_VEHTYPE,0.87,,42.77777778
21,63,-E12_0,5.1,0,0,116,-E8_0,58.81,11.65,53,98.39,32,2,0,45.26,0,tripinfo_21,DEFAULT_VEHTYPE,1.01,,42.77777778
9,27,E3_0,5.1,0,0,125,E11_0,38.72,11.35,98,384.52,46,2,0,62.47,0,tripinfo_9,DEFAULT_VEHTYPE,0.86,,42.77777778
38,114,-E17_0,5.1,0,0,132,E21_0,16.21,14.33,18,206.71,0,0,0,4.27,0,tripinfo_38,DEFAULT_VEHTYPE,1.1,,42.77777778
16,48,E10_0,5.1,0,0,138,-E1_0,58.45,4.84,90,174.35,59,2,0,74.49,0,tripinfo_16,DEFAULT_VEHTYPE,0.88,,42.77777778
24,72,-E20_0,5.1,0,0,138,E1_0,58.45,5.31,66,195.9,26,2,0,45.66,0,tripinfo_24,DEFAULT_VEHTYPE,0.83,,42.77777778
27,81,-E17_0,5.1,0,0,140,E1_0,58.45,6.81,59,210.88,19,2,0,41.2,0,tripinfo_27,DEFAULT_VEHTYPE,0.95,,42.77777778
26,78,-E11_0,5.1,0,0,143,E6_0,54.42,12.54,65,282.14,28,1,0,40.07,0,tripinfo_26,DEFAULT_VEHTYPE,0.92,,42.77777778
0,0,E1_0,5.1,0,0,145,-E0_0,59.98,7.33,145,273.82,95,4,0,123.95,0,tripinfo_0,DEFAULT_VEHTYPE,1.06,,42.77777778
29,87,-E6_0,5.1,0,0,146,E8_0,58.81,12.18,59,219.04,20,2,0,40.33,0,tripinfo_29,DEFAULT_VEHTYPE,0.93,,42.77777778
18,54,-E13_0,5.1,0,0,148,E18_0,25.15,12.68,94,226.74,59,3,0,74.69,0,tripinfo_18,DEFAULT_VEHTYPE,0.94,,42.77777778
12,36,E6_0,5.1,0,0,152,-E0_0,59.98,11.94,116,241.21,73,2,0,97.28,0,tripinfo_12,DEFAULT_VEHTYPE,1.05,,42.77777778
19,57,-E20_0,5.1,0,0,153,E22_0,33.36,16.03,96,256.15,57,2,0,79.27,0,tripinfo_19,DEFAULT_VEHTYPE,1.16,,42.77777778
30,90,-E5_0,5.1,0,0,156,E2_0,39.12,9.31,66,215.17,27,2,0,50.47,0,tripinfo_30,DEFAULT_VEHTYPE,1.18,,42.77777778
11,33,E3_0,5.1,0,0,160,E8_0,58.81,14.25,127,331.3,74,4,0,99.27,0,tripinfo_11,DEFAULT_VEHTYPE,1.03,,42.77777778
39,117,-E22_0,5.1,0,0,164,-E11_0,38.72,11.6,47,229.2,10,2,0,27.59,0,tripinfo_39,DEFAULT_VEHTYPE,0.9,,42.77777778
13,39,-E12_0,5.1,0,0,183,-E9_0,40.96,5.18,144,265.85,93,4,0,124.26,0,tripinfo_13,DEFAULT_VEHTYPE,1.12,,42.77777778
31,94,-E9_0,5.1,0,1,186,-E3_0,33.94,11.79,92,381.47,43,2,0,65.47,0,tripinfo_31,DEFAULT_VEHTYPE,1.15,,42.77777778
44,137,-E19_0,5.1,0,5,186,-E7_0,29.56,12.5,49,122.23,27,2,0,39.4,0,tripinfo_44,DEFAULT_VEHTYPE,1.04,,42.77777778
17,51,-E9_0,5.1,0,0,188,-E4_0,27.1,11.91,137,306.97,87,3,0,110.79,0,tripinfo_17,DEFAULT_VEHTYPE,0.94,,42.77777778
34,102,-E16_0,5.1,0,0,188,E10_0,63.43,7.04,86,224.48,50,2,0,68.62,0,tripinfo_34,DEFAULT_VEHTYPE,0.99,,42.77777778
3,9,E1_0,5.1,0,0,189,E11_0,38.72,13.57,180,373.35,115,4,0,151.47,0,tripinfo_3,DEFAULT_VEHTYPE,1.08,,42.77777778
33,101,E3_0,5.1,0,2,197,-E8_0,58.81,16.04,96,258.81,60,2,0,78.49,0,tripinfo_33,DEFAULT_VEHTYPE,1.17,,42.77777778
32,96,E1_0,5.1,0,0,198,E18_0,25.15,10.31,102,271.53,58,2,0,80.8,0,tripinfo_32,DEFAULT_VEHTYPE,1.01,,42.77777778
35,105,-E19_0,5.1,0,0,198,E12_0,30.33,13.55,93,225.47,57,3,0,75.22,0,tripinfo_35,DEFAULT_VEHTYPE,1.02,,42.77777778
45,135,-E16_0,5.1,0,0,198,E21_0,16.21,12.75,63,245.66,29,1,0,45.11,0,tripinfo_45,DEFAULT_VEHTYPE,1.09,,42.77777778
28,84,-E2_0,5.1,0,0,199,E11_0,38.72,13.44,115,346.82,63,4,0,89.48,0,tripinfo_28,DEFAULT_VEHTYPE,1.13,,42.77777778
36,108,-E19_0,5.1,0,0,201,E12_0,30.33,13.44,93,225.47,55,3,0,74.71,0,tripinfo_36,DEFAULT_VEHTYPE,0.97,,42.77777778
37,111,E4_0,5.1,0,0,201,-E11_0,38.72,14.94,90,264.74,49,3,0,72.55,0,tripinfo_37,DEFAULT_VEHTYPE,1.18,,42.77777778
51,153,E7_0,5.1,0,0,205,E18_0,25.15,15.06,52,204.04,19,1,0,37.55,0,tripinfo_51,DEFAULT_VEHTYPE,1.17,,42.77777778
47,141,E1_0,5.1,0,0,207,-E9_0,40.96,12.25,66,324.14,23,1,0,38.25,0,tripinfo_47,DEFAULT_VEHTYPE,0.9,,42.77777778
56,168,-E8_0,5.1,0,0,228,E3_0,33.94,5.45,60,150.38,34,2,0,47.32,0,tripinfo_56,DEFAULT_VEHTYPE,0.9,,42.77777778
70,210,-E15_0,5.1,0,0,228,E7_0,29.56,7.7,18,135.13,0,0,0,7.54,0,tripinfo_70,DEFAULT_VEHTYPE,1.02,,42.77777778
58,174,-E9_0,5.1,0,0,231,E16_0,35.57,14.01,57,275.09,16,3,0,35.21,0,tripinfo_58,DEFAULT_VEHTYPE,1.02,,42.77777778
50,150,-E12_0,5.1,0,0,232,E18_0,25.15,11.48,82,162.03,54,2,0,68,0,tripinfo_50,DEFAULT_VEHTYPE,0.85,,42.77777778
52,156,-E12_0,5.1,0,0,233,E0_0,59.98,9.25,77,155.03,45,3,0,64.97,0,tripinfo_52,DEFAULT_VEHTYPE,1.02,,42.77777778
55,165,-E13_0,5.1,0,0,233,E6_0,54.42,13.03,68,193.6,37,2,0,52.99,0,tripinfo_55,DEFAULT_VEHTYPE,1,,42.77777778
65,199,E11_0,5.1,0,4,233,-E6_0,54.42,11.53,34,142.62,15,1,0,21.23,0,tripinfo_65,DEFAULT_VEHTYPE,0.88,,42.77777778
40,120,-E8_0,5.1,0,0,234,E2_0,39.12,13.24,114,295.87,75,2,0,90.38,0,tripinfo_40,DEFAULT_VEHTYPE,1.03,,42.77777778
48,144,-E15_0,5.1,0,0,239,E6_0,54.42,11.8,95,285.95,45,3,0,69.21,0,tripinfo_48,DEFAULT_VEHTYPE,0.88,,42.77777778
54,162,-E4_0,5.1,0,0,239,E19_0,18.28,13.08,77,167.27,46,2,0,62.5,0,tripinfo_54,DEFAULT_VEHTYPE,1,,42.77777778
42,126,-E18_0,5.1,0,0,240,-E5_0,60.98,15.06,114,244.22,75,3,0,95.4,0,tripinfo_42,DEFAULT_VEHTYPE,1.09,,42.77777778
60,180,E6_0,5.1,0,0,242,-E0_0,59.98,7.92,62,241.21,27,1,0,44.14,0,tripinfo_60,DEFAULT_VEHTYPE,1.08,,42.77777778
61,183,-E5_0,5.1,0,0,242,-E11_0,38.72,14.12,59,288.09,23,1,0,38.3,0,tripinfo_61,DEFAULT_VEHTYPE,1.12,,42.77777778
63,189,-E1_0,5.1,0,0,248,E23_0,39.96,13.7,59,229.13,28,1,0,40.36,0,tripinfo_63,DEFAULT_VEHTYPE,0.99,,42.77777778
59,177,-E22_0,5.1,0,0,249,E19_0,18.28,12.85,72,178.74,40,1,0,58.02,0,tripinfo_59,DEFAULT_VEHTYPE,0.97,,42.77777778
64,196,E11_0,5.1,0,4,251,E8_0,58.81,11.82,55,223.2,22,1,0,34.41,0,tripinfo_64,DEFAULT_VEHTYPE,0.94,,42.77777778
68,204,-E12_0,5.1,0,0,253,E8_0,58.81,14.13,49,281.55,8,2,0,27.1,0,tripinfo_68,DEFAULT_VEHTYPE,1.04,,42.77777778
41,123,E2_0,5.1,0,0,273,-E9_0,40.96,5.73,150,347.05,92,4,0,121.51,0,tripinfo_41,DEFAULT_VEHTYPE,0.96,,42.77777778
57,171,-E6_0,5.1,0,0,273,E10_0,63.43,4.9,102,218.37,63,3,0,87.3,0,tripinfo_57,DEFAULT_VEHTYPE,1.14,,42.77777778
81,245,E3_0,5.1,0,2,275,E21_0,16.21,11.66,30,129.67,9,1,0,19.12,0,tripinfo_81,DEFAULT_VEHTYPE,1,,42.77777778
43,129,E4_0,5.1,0,0,276,E10_0,63.43,9.19,147,271.84,91,6,0,125.23,0,tripinfo_43,DEFAULT_VEHTYPE,1.04,,42.77777778
83,249,-E8_0,5.1,0,0,276,-E2_0,39.12,12.61,27,102,11,1,0,18.71,0,tripinfo_83,DEFAULT_VEHTYPE,0.97,,42.77777778
84,252,-E19_0,5.1,0,0,277,E20_0,21.59,9.93,25,108.52,3,1,0,16.61,0,tripinfo_84,DEFAULT_VEHTYPE,1.15,,42.77777778
91,274,-E2_0,5.1,0,1,280,-E2_0,39.12,10.39,6,34.02,0,0,0,3.02,0,tripinfo_91,DEFAULT_VEHTYPE,0.89,,42.77777778
53,159,-E7_0,5.1,0,0,283,E11_0,38.72,13.02,124,265.87,79,3,0,104.31,0,tripinfo_53,DEFAULT_VEHTYPE,1.1,,42.77777778
67,201,-E22_0,5.1,0,0,289,E11_0,38.72,12.33,88,276.5,35,2,0,63.53,0,tripinfo_67,DEFAULT_VEHTYPE,0.91,,42.77777778
66,198,-E14_0,5.1,0,0,290,-E2_0,39.12,12.53,92,148.76,64,3,0,77.69,0,tripinfo_66,DEFAULT_VEHTYPE,0.91,,42.77777778
46,138,-E2_0,5.1,0,0,291,E11_0,38.72,13.28,153,346.82,103,3,0,125.28,0,tripinfo_46,DEFAULT_VEHTYPE,1,,42.77777778
80,240,-E12_0,5.1,0,0,293,E15_0,42.32,13.7,53,233.63,24,1,0,36.02,0,tripinfo_80,DEFAULT_VEHTYPE,1.03,,42.77777778
82,246,E7_0,5.1,0,0,297,-E8_0,58.81,12.98,51,324.57,10,1,0,25.32,0,tripinfo_82,DEFAULT_VEHTYPE,1.02,,42.77777778
75,225,E9_0,5.1,0,0,322,E21_0,16.21,8.5,97,102.74,73,2,0,88.43,0,tripinfo_75,DEFAULT_VEHTYPE,0.98,,42.77777778
72,216,E10_0,5.1,0,0,323,-E6_0,54.42,12.15,107,215.09,73,2,0,88.18,0,tripinfo_72,DEFAULT_VEHTYPE,0.94,,42.77777778
92,276,-E15_0,5.1,0,0,324,E20_0,21.59,11.46,48,171.71,20,2,0,32.05,0,tripinfo_92,DEFAULT_VEHTYPE,0.83,,42.77777778
49,147,-E10_0,5.1,0,0,325,E21_0,16.21,9.86,178,253.74,128,4,0,154.57,0,tripinfo_49,DEFAULT_VEHTYPE,0.85,,42.77777778
74,222,-E21_0,5.1,0,0,329,E13_0,27.85,12.96,107,231.14,67,2,0,88.3,0,tripinfo_74,DEFAULT_VEHTYPE,0.96,,42.77777778
76,236,E10_0,5.1,0,8,329,E3_0,33.94,13.23,93,222.58,56,2,0,74.56,0,tripinfo_76,DEFAULT_VEHTYPE,1.03,,42.77777778
89,267,E6_0,5.1,0,0,345,E21_0,16.21,10.76,78,307.95,25,2,0,53.59,0,tripinfo_89,DEFAULT_VEHTYPE,1.02,,42.77777778
