step,tlsID,ns_vehicle,ew_vehicle,phase,waiting_time
0,J0,0,0,0,0.0
0,J1,0,0,0,0.0
0,J2,0,0,0,0.0
0,J3,0,0,0,0.0
0,J4,0,1,0,0.0
0,J5,0,0,0,0.0
0,J6,0,0,0,0.0
0,J7,0,0,0,0.0
0,J8,0,0,0,0.0
1,J0,0,0,0,0.0
1,J1,0,0,0,0.0
1,J2,0,0,0,0.0
1,J3,0,0,0,0.0
1,J4,0,1,0,0.0
1,J5,0,0,0,0.0
1,J6,0,0,0,0.0
1,J7,0,0,0,0.0
1,J8,0,0,0,0.0
2,J0,0,1,0,0.0
2,J1,0,0,0,0.0
2,J2,0,0,0,0.0
2,J3,0,0,0,0.0
2,J4,0,1,0,0.0
2,J5,0,0,0,0.0
2,J6,0,0,0,0.0
2,J7,0,0,0,0.0
2,J8,0,0,0,0.0
3,J0,0,1,0,0.0
3,J1,0,0,0,0.0
3,J2,0,0,0,0.0
3,J3,0,0,0,0.0
3,J4,0,1,0,0.0
3,J5,0,0,0,0.0
3,J6,0,0,0,0.0
3,J7,0,0,0,0.0
3,J8,0,0,0,0.0
4,J0,0,1,0,0.0
4,J1,0,0,0,0.0
4,J2,0,0,0,0.0
4,J3,0,1,0,0.0
4,J4,0,1,0,0.0
4,J5,0,0,0,0.0
4,J6,0,0,0,0.0
4,J7,0,0,0,0.0
4,J8,0,0,0,0.0
5,J0,0,1,0,0.0
5,J1,0,0,0,0.0
5,J2,0,0,0,0.0
5,J3,0,1,0,0.0
5,J4,0,1,0,0.0
5,J5,0,0,0,0.0
5,J6,0,0,0,0.0
5,J7,0,0,0,0.0
5,J8,0,0,0,0.0
6,J0,0,1,0,0.0
6,J1,0,0,0,0.0
6,J2,0,0,0,0.0
6,J3,0,1,0,0.0
6,J4,0,2,0,0.0
6,J5,0,0,0,0.0
6,J6,0,0,0,0.0
6,J7,0,0,0,0.0
6,J8,0,0,0,0.0
7,J0,0,1,0,0.0
7,J1,0,0,0,0.0
7,J2,0,0,0,0.0
7,J3,0,1,0,0.0
7,J4,0,2,0,0.0
7,J5,0,0,0,0.0
7,J6,0,0,0,0.0
7,J7,0,0,0,0.0
7,J8,0,0,0,0.0
8,J0,0,1,0,0.0
8,J1,0,0,0,0.0
8,J2,0,0,0,0.0
8,J3,0,2,0,0.0
8,J4,0,1,0,0.0
8,J5,0,0,0,0.0
8,J6,0,0,0,0.0
8,J7,0,0,0,0.0
8,J8,0,0,0,0.0
9,J0,0,1,0,0.0
9,J1,0,1,0,0.0
9,J2,0,0,0,0.0
9,J3,0,2,0,0.0
9,J4,0,1,0,0.0
9,J5,0,0,0,0.0
9,J6,0,0,0,0.0
9,J7,0,0,0,0.0
9,J8,0,0,0,0.0
10,J0,0,1,0,1.0
10,J1,0,1,0,0.0
10,J2,0,0,0,0.0
10,J3,0,2,0,0.0
10,J4,0,1,0,0.0
10,J5,0,0,0,0.0
10,J6,0,0,0,0.0
10,J7,0,0,0,0.0
10,J8,0,1,0,0.0
11,J0,0,1,0,2.0
11,J1,0,1,0,0.0
11,J2,0,0,0,0.0
11,J3,0,2,0,0.0
11,J4,0,1,0,1.0
11,J5,0,0,0,0.0
11,J6,0,0,0,0.0
11,J7,0,0,0,0.0
11,J8,0,1,0,0.0
12,J0,0,1,0,3.0
12,J1,0,0,0,0.0
12,J2,0,0,0,0.0
12,J3,0,1,0,0.0
12,J4,0,1,0,2.0
12,J5,0,0,0,0.0
12,J6,0,0,0,0.0
12,J7,0,0,0,0.0
12,J8,0,2,0,0.0
13,J0,0,1,0,4.0
13,J1,0,1,0,0.0
13,J2,0,0,0,0.0
13,J3,0,1,0,0.0
13,J4,0,1,0,3.0
13,J5,0,0,0,0.0
13,J6,0,0,0,0.0
13,J7,0,0,0,0.0
13,J8,0,2,0,0.0
14,J0,0,2,0,5.0
14,J1,0,1,0,0.0
14,J2,0,0,0,0.0
14,J3,0,2,0,0.0
14,J4,0,1,0,4.0
14,J5,0,0,0,0.0
14,J6,0,0,0,0.0
14,J7,0,0,0,0.0
14,J8,0,2,0,0.0
15,J0,0,2,0,6.0
15,J1,0,1,0,0.0
15,J2,0,0,0,0.0
15,J3,0,2,0,0.0
15,J4,0,1,0,5.0
15,J5,0,0,0,0.0
15,J6,0,0,0,0.0
15,J7,0,0,0,0.0
15,J8,0,2,0,0.0
16,J0,0,2,0,7.0
16,J1,0,1,0,0.0
16,J2,0,0,0,0.0
16,J3,0,2,0,1.0
16,J4,0,1,0,6.0
16,J5,0,0,0,0.0
16,J6,0,0,0,0.0
16,J7,0,0,0,0.0
16,J8,0,3,0,0.0
17,J0,0,2,0,8.0
17,J1,0,0,0,0.0
17,J2,0,0,0,0.0
17,J3,0,2,0,2.0
17,J4,0,1,0,7.0
17,J5,0,0,0,0.0
17,J6,0,0,0,0.0
17,J7,0,0,0,0.0
17,J8,0,3,0,0.0
18,J0,0,2,0,9.0
18,J1,0,1,0,0.0
18,J2,0,0,0,0.0
18,J3,0,2,0,4.0
18,J4,0,2,0,8.0
18,J5,0,0,0,0.0
18,J6,0,0,0,0.0
18,J7,0,0,0,0.0
18,J8,0,2,0,0.0
19,J0,0,2,0,10.0
19,J1,0,1,0,0.0
19,J2,0,0,0,0.0
19,J3,0,3,0,6.0
19,J4,0,2,0,9.0
19,J5,0,0,0,0.0
19,J6,0,0,0,0.0
19,J7,0,0,0,0.0
19,J8,0,1,0,0.0
20,J0,0,1,0,11.0
20,J1,0,1,0,0.0
20,J2,0,0,0,0.0
20,J3,0,3,0,8.0
20,J4,0,3,0,10.0
20,J5,0,0,0,0.0
20,J6,0,0,0,0.0
20,J7,0,0,0,0.0
20,J8,0,1,0,0.0
21,J0,0,1,0,12.0
21,J1,0,1,0,0.0
21,J2,0,1,0,0.0
21,J3,0,3,0,10.0
21,J4,0,2,0,11.0
21,J5,0,1,0,0.0
21,J6,0,0,0,0.0
21,J7,0,0,0,0.0
21,J8,0,1,0,0.0
22,J0,0,1,0,13.0
22,J1,0,1,0,0.0
22,J2,0,2,0,0.0
22,J3,0,3,0,12.0
22,J4,0,2,0,12.0
22,J5,0,1,0,0.0
22,J6,0,0,0,0.0
22,J7,0,0,0,0.0
22,J8,0,0,0,0.0
23,J0,0,1,0,14.0
23,J1,0,1,0,0.0
23,J2,0,2,0,0.0
23,J3,0,3,0,14.0
23,J4,0,2,0,13.0
23,J5,0,1,0,0.0
23,J6,0,0,0,0.0
23,J7,0,0,0,0.0
23,J8,0,0,0,0.0
24,J0,0,1,0,15.0
24,J1,0,1,0,0.0
24,J2,0,3,0,0.0
24,J3,0,2,0,16.0
24,J4,0,2,0,15.0
24,J5,0,1,0,0.0
24,J6,0,0,0,0.0
24,J7,0,0,0,0.0
24,J8,0,0,0,0.0
25,J0,0,1,0,16.0
25,J1,0,1,0,0.0
25,J2,0,2,0,0.0
25,J3,0,2,0,18.0
25,J4,0,2,0,17.0
25,J5,0,1,0,0.0
25,J6,0,0,0,0.0
25,J7,0,1,0,0.0
25,J8,0,0,0,0.0
26,J0,0,1,0,17.0
26,J1,0,1,0,0.0
26,J2,0,2,0,0.0
26,J3,0,2,0,20.0
26,J4,0,2,0,19.0
26,J5,0,1,0,0.0
26,J6,0,0,0,0.0
26,J7,0,1,0,0.0
26,J8,0,0,0,0.0
27,J0,0,1,0,18.0
27,J1,0,1,0,0.0
27,J2,0,2,0,0.0
27,J3,0,2,0,22.0
27,J4,0,2,0,21.0
27,J5,0,1,0,1.0
27,J6,0,1,0,0.0
27,J7,0,1,0,0.0
27,J8,0,0,0,0.0
28,J0,0,1,0,19.0
28,J1,0,1,0,0.0
28,J2,0,1,0,0.0
28,J3,0,2,0,24.0
28,J4,0,2,0,23.0
28,J5,0,1,0,2.0
28,J6,0,2,0,0.0
28,J7,0,1,0,0.0
28,J8,0,0,0,0.0
29,J0,0,1,0,20.0
29,J1,0,1,0,0.0
29,J2,0,1,0,0.0
29,J3,0,2,0,26.0
29,J4,0,2,0,25.0
29,J5,0,1,0,3.0
29,J6,0,2,0,0.0
29,J7,0,1,0,0.0
29,J8,0,0,0,0.0
30,J0,0,1,0,21.0
30,J1,0,2,0,0.0
30,J2,0,1,0,0.0
30,J3,0,2,0,28.0
30,J4,0,2,0,27.0
30,J5,0,2,0,4.0
30,J6,0,2,0,0.0
30,J7,0,1,0,0.0
30,J8,0,0,0,0.0
31,J0,0,1,0,22.0
31,J1,0,2,0,0.0
31,J2,0,1,0,1.0
31,J3,0,2,0,30.0
31,J4,0,2,0,29.0
31,J5,0,2,0,5.0
31,J6,0,2,0,0.0
31,J7,0,1,0,0.0
31,J8,0,0,0,0.0
32,J0,0,1,0,23.0
32,J1,0,2,0,0.0
32,J2,0,1,0,2.0
32,J3,0,2,0,32.0
32,J4,0,2,0,31.0
32,J5,0,2,0,6.0
32,J6,0,2,0,0.0
32,J7,0,2,0,0.0
32,J8,0,0,0,0.0
33,J0,0,1,0,24.0
33,J1,0,2,0,0.0
33,J2,0,1,0,3.0
33,J3,0,2,0,34.0
33,J4,0,2,0,33.0
33,J5,0,2,0,7.0
33,J6,0,2,0,1.0
33,J7,0,2,0,1.0
33,J8,0,0,0,0.0
34,J0,0,1,0,25.0
34,J1,0,2,0,0.0
34,J2,0,1,0,4.0
34,J3,0,3,0,36.0
34,J4,0,2,0,35.0
34,J5,0,2,0,8.0
34,J6,0,2,0,3.0
34,J7,0,2,0,2.0
34,J8,0,0,0,0.0
35,J0,0,1,0,26.0
35,J1,0,2,0,0.0
35,J2,0,1,0,5.0
35,J3,0,3,0,38.0
35,J4,0,2,0,37.0
35,J5,0,2,0,9.0
35,J6,0,2,0,5.0
35,J7,0,2,0,3.0
35,J8,0,0,0,0.0
36,J0,0,1,0,27.0
36,J1,0,2,0,0.0
36,J2,0,1,0,6.0
36,J3,0,3,0,40.0
36,J4,0,3,0,39.0
36,J5,0,2,0,10.0
36,J6,0,2,0,7.0
36,J7,0,2,0,4.0
36,J8,0,0,0,0.0
37,J0,0,1,0,28.0
37,J1,0,2,0,0.0
37,J2,0,1,0,7.0
37,J3,0,3,0,42.0
37,J4,0,3,0,41.0
37,J5,0,2,0,12.0
37,J6,0,2,0,9.0
37,J7,0,1,0,5.0
37,J8,0,0,0,0.0
38,J0,0,2,0,29.0
38,J1,0,3,0,2.0
38,J2,0,1,0,8.0
38,J3,0,3,0,44.0
38,J4,0,3,0,43.0
38,J5,0,2,0,14.0
38,J6,0,2,0,11.0
38,J7,0,1,0,6.0
38,J8,0,0,0,0.0
39,J0,0,2,0,30.0
39,J1,0,3,0,4.0
39,J2,0,1,0,9.0
39,J3,0,3,0,46.0
39,J4,0,3,0,45.0
39,J5,0,2,0,16.0
39,J6,0,2,0,13.0
39,J7,0,1,0,7.0
39,J8,0,0,0,0.0
40,J0,0,3,0,31.0
40,J1,0,3,0,6.0
40,J2,0,1,0,10.0
40,J3,0,3,0,48.0
40,J4,0,3,0,47.0
40,J5,0,2,0,18.0
40,J6,0,2,0,15.0
40,J7,0,1,0,8.0
40,J8,0,0,0,0.0
41,J0,0,3,0,32.0
41,J1,0,3,0,8.0
41,J2,0,1,0,11.0
41,J3,0,3,0,50.0
41,J4,0,3,0,49.0
41,J5,0,2,0,20.0
41,J6,0,2,0,17.0
41,J7,0,1,0,9.0
41,J8,0,0,0,0.0
42,J0,0,2,1,33.0
42,J1,0,3,1,10.0
42,J2,0,1,1,12.0
42,J3,0,2,1,52.0
42,J4,0,3,1,51.0
42,J5,0,2,1,22.0
42,J6,0,3,1,19.0
42,J7,0,1,1,10.0
42,J8,0,0,1,0.0
43,J0,0,2,1,34.0
43,J1,0,4,1,12.0
43,J2,0,1,1,13.0
43,J3,0,2,1,54.0
43,J4,0,2,1,53.0
43,J5,0,3,1,24.0
43,J6,0,3,1,21.0
43,J7,0,1,1,11.0
43,J8,0,0,1,0.0
44,J0,0,2,1,35.0
44,J1,0,4,1,14.0
44,J2,0,1,1,14.0
44,J3,0,2,1,56.0
44,J4,0,2,1,55.0
44,J5,0,3,1,26.0
44,J6,0,3,1,23.0
44,J7,0,1,1,12.0
44,J8,0,0,1,0.0
45,J0,0,1,2,0.0
45,J1,0,2,2,0.0
45,J2,0,0,2,0.0
45,J3,0,0,2,0.0
45,J4,0,1,2,22.0
45,J5,0,1,2,0.0
45,J6,0,2,2,12.0
45,J7,0,0,2,0.0
45,J8,0,0,2,0.0
46,J0,0,1,2,0.0
46,J1,0,2,2,1.0
46,J2,0,0,2,0.0
46,J3,0,0,2,0.0
46,J4,0,1,2,0.0
46,J5,0,2,2,0.0
46,J6,0,2,2,0.0
46,J7,0,0,2,0.0
46,J8,0,0,2,0.0
47,J0,0,1,2,0.0
47,J1,0,2,2,2.0
47,J2,0,0,2,0.0
47,J3,0,1,2,0.0
47,J4,0,3,2,0.0
47,J5,0,2,2,0.0
47,J6,0,1,2,0.0
47,J7,0,0,2,0.0
47,J8,0,1,2,0.0
48,J0,0,3,2,0.0
48,J1,0,4,2,3.0
48,J2,0,2,2,0.0
48,J3,0,1,2,0.0
48,J4,0,2,2,0.0
48,J5,0,2,2,1.0
48,J6,0,0,2,0.0
48,J7,0,1,2,0.0
48,J8,0,1,2,0.0
49,J0,0,3,2,0.0
49,J1,0,4,2,4.0
49,J2,0,2,2,0.0
49,J3,0,1,2,0.0
49,J4,0,2,2,0.0
49,J5,0,2,2,2.0
49,J6,0,0,2,0.0
49,J7,0,2,2,0.0
49,J8,0,2,2,0.0
50,J0,0,3,2,0.0
50,J1,0,4,2,6.0
50,J2,0,2,2,0.0
50,J3,0,2,2,0.0
50,J4,0,3,2,0.0
50,J5,0,2,2,0.0
50,J6,0,1,2,0.0
50,J7,0,2,2,0.0
50,J8,0,2,2,0.0
51,J0,0,3,2,0.0
51,J1,0,3,2,8.0
51,J2,0,1,2,0.0
51,J3,0,1,2,0.0
51,J4,0,3,2,0.0
51,J5,0,1,2,0.0
51,J6,0,1,2,0.0
51,J7,0,2,2,0.0
51,J8,0,2,2,0.0
52,J0,0,3,2,0.0
52,J1,0,3,2,10.0
52,J2,0,1,2,0.0
52,J3,0,1,2,0.0
52,J4,0,3,2,0.0
52,J5,0,1,2,0.0
52,J6,0,1,2,0.0
52,J7,0,2,2,0.0
52,J8,0,2,2,0.0
53,J0,0,2,2,0.0
53,J1,0,3,2,12.0
53,J2,0,0,2,0.0
53,J3,0,1,2,0.0
53,J4,0,3,2,0.0
53,J5,0,1,2,0.0
53,J6,0,1,2,0.0
53,J7,0,1,2,0.0
53,J8,0,2,2,0.0
54,J0,0,2,2,2.0
54,J1,0,4,2,14.0
54,J2,0,0,2,0.0
54,J3,0,1,2,0.0
54,J4,0,3,2,0.0
54,J5,0,1,2,0.0
54,J6,0,1,2,0.0
54,J7,0,1,2,0.0
54,J8,0,2,2,0.0
55,J0,0,2,2,4.0
55,J1,0,4,2,16.0
55,J2,0,1,2,0.0
55,J3,0,1,2,0.0
55,J4,0,3,2,1.0
55,J5,0,1,2,0.0
55,J6,0,1,2,0.0
55,J7,0,1,2,0.0
55,J8,0,3,2,0.0
56,J0,0,2,2,6.0
56,J1,0,4,2,18.0
56,J2,0,1,2,0.0
56,J3,0,1,2,0.0
56,J4,0,3,2,2.0
56,J5,0,2,2,1.0
56,J6,0,1,2,0.0
56,J7,0,2,2,0.0
56,J8,0,4,2,0.0
57,J0,0,2,2,8.0
57,J1,0,4,2,20.0
57,J2,0,1,2,0.0
57,J3,0,1,2,0.0
57,J4,0,3,2,3.0
57,J5,0,2,2,2.0
57,J6,0,1,2,1.0
57,J7,0,2,2,1.0
57,J8,0,3,2,1.0
58,J0,0,2,2,10.0
58,J1,0,4,2,22.0
58,J2,0,1,2,0.0
58,J3,0,2,2,0.0
58,J4,0,3,2,4.0
58,J5,0,2,2,3.0
58,J6,0,1,2,2.0
58,J7,0,2,2,2.0
58,J8,0,2,2,2.0
59,J0,0,2,2,12.0
59,J1,0,4,2,24.0
59,J2,0,1,2,0.0
59,J3,0,3,2,0.0
59,J4,0,3,2,5.0
59,J5,0,2,2,4.0
59,J6,0,1,2,3.0
59,J7,0,2,2,3.0
59,J8,0,2,2,3.0
60,J0,0,2,2,14.0
60,J1,0,4,2,27.0
60,J2,0,0,2,0.0
60,J3,0,4,2,1.0
60,J4,0,3,2,6.0
60,J5,0,2,2,5.0
60,J6,0,1,2,4.0
60,J7,0,2,2,4.0
60,J8,0,2,2,4.0
61,J0,0,2,2,16.0
61,J1,0,4,2,31.0
61,J2,0,0,2,0.0
61,J3,0,4,2,2.0
61,J4,0,3,2,8.0
61,J5,0,2,2,6.0
61,J6,0,2,2,5.0
61,J7,0,2,2,6.0
61,J8,0,2,2,5.0
62,J0,0,2,2,18.0
62,J1,0,4,2,35.0
62,J2,0,0,2,0.0
62,J3,0,4,2,3.0
62,J4,0,3,2,10.0
62,J5,0,3,2,7.0
62,J6,0,2,2,6.0
62,J7,0,2,2,8.0
62,J8,0,2,2,6.0
63,J0,0,2,2,20.0
63,J1,0,4,2,39.0
63,J2,0,0,2,0.0
63,J3,0,4,2,4.0
63,J4,0,3,2,13.0
63,J5,0,3,2,8.0
63,J6,0,2,2,7.0
63,J7,0,2,2,10.0
63,J8,0,2,2,7.0
64,J0,0,2,2,22.0
64,J1,0,4,2,43.0
64,J2,0,0,2,0.0
64,J3,0,4,2,5.0
64,J4,0,3,2,16.0
64,J5,0,3,2,9.0
64,J6,0,2,2,8.0
64,J7,0,2,2,12.0
64,J8,0,3,2,9.0
65,J0,0,2,2,24.0
65,J1,0,4,2,47.0
65,J2,0,0,2,0.0
65,J3,0,2,2,6.0
65,J4,0,3,2,19.0
65,J5,0,3,2,11.0
65,J6,0,1,2,9.0
65,J7,0,2,2,14.0
65,J8,0,3,2,11.0
66,J0,0,2,2,26.0
66,J1,0,4,2,51.0
66,J2,0,0,2,0.0
66,J3,0,2,2,7.0
66,J4,0,3,2,22.0
66,J5,0,4,2,13.0
66,J6,0,1,2,10.0
66,J7,0,2,2,16.0
66,J8,0,3,2,13.0
67,J0,0,2,2,28.0
67,J1,0,5,2,55.0
67,J2,0,0,2,0.0
67,J3,0,2,2,9.0
67,J4,0,3,2,25.0
67,J5,0,4,2,15.0
67,J6,0,1,2,11.0
67,J7,0,2,2,18.0
67,J8,0,3,2,15.0
68,J0,0,2,2,30.0
68,J1,0,5,2,59.0
68,J2,0,0,2,0.0
68,J3,0,2,2,11.0
68,J4,0,3,2,28.0
68,J5,0,4,2,18.0
68,J6,0,2,2,12.0
68,J7,0,2,2,20.0
68,J8,0,3,2,17.0
69,J0,0,2,2,32.0
69,J1,0,5,2,63.0
69,J2,0,0,2,0.0
69,J3,0,2,2,13.0
69,J4,0,3,2,31.0
69,J5,0,4,2,21.0
69,J6,0,2,2,13.0
69,J7,0,2,2,22.0
69,J8,0,3,2,19.0
70,J0,0,2,2,34.0
70,J1,0,6,2,67.0
70,J2,0,0,2,0.0
70,J3,0,2,2,15.0
70,J4,0,3,2,34.0
70,J5,0,4,2,24.0
70,J6,0,2,2,14.0
70,J7,0,2,2,24.0
70,J8,0,3,2,21.0
71,J0,0,2,2,36.0
71,J1,0,6,2,72.0
71,J2,0,0,2,0.0
71,J3,0,2,2,17.0
71,J4,0,3,2,37.0
71,J5,0,3,2,27.0
71,J6,0,2,2,15.0
71,J7,0,2,2,26.0
71,J8,0,3,2,23.0
72,J0,0,2,2,38.0
72,J1,0,6,2,77.0
72,J2,0,0,2,0.0
72,J3,0,2,2,19.0
72,J4,0,3,2,40.0
72,J5,0,3,2,30.0
72,J6,0,2,2,16.0
72,J7,0,3,2,28.0
72,J8,0,3,2,25.0
73,J0,0,2,2,40.0
73,J1,0,6,2,82.0
73,J2,0,0,2,0.0
73,J3,0,2,2,21.0
73,J4,0,4,2,43.0
73,J5,0,3,2,33.0
73,J6,0,2,2,17.0
73,J7,0,3,2,30.0
73,J8,0,3,2,27.0
74,J0,0,3,2,42.0
74,J1,0,6,2,87.0
74,J2,0,0,2,0.0
74,J3,0,2,2,23.0
74,J4,0,4,2,46.0
74,J5,0,3,2,36.0
74,J6,0,2,2,18.0
74,J7,0,3,2,32.0
74,J8,0,3,2,29.0
75,J0,0,3,2,44.0
75,J1,0,6,2,93.0
75,J2,0,0,2,0.0
75,J3,0,2,2,25.0
75,J4,0,4,2,49.0
75,J5,0,3,2,39.0
75,J6,0,2,2,19.0
75,J7,0,3,2,34.0
75,J8,0,3,2,32.0
76,J0,0,3,2,46.0
76,J1,0,6,2,99.0
76,J2,0,0,2,0.0
76,J3,0,2,2,27.0
76,J4,0,5,2,52.0
76,J5,0,3,2,42.0
76,J6,0,2,2,20.0
76,J7,0,3,2,36.0
76,J8,0,3,2,35.0
77,J0,0,3,2,48.0
77,J1,0,6,2,105.0
77,J2,0,0,2,0.0
77,J3,0,2,2,29.0
77,J4,0,5,2,55.0
77,J5,0,3,2,45.0
77,J6,0,2,2,21.0
77,J7,0,3,2,38.0
77,J8,0,3,2,38.0
78,J0,0,3,2,50.0
78,J1,0,6,2,111.0
78,J2,0,0,2,0.0
78,J3,0,2,2,31.0
78,J4,0,5,2,58.0
78,J5,0,3,2,48.0
78,J6,0,2,2,23.0
78,J7,0,3,2,40.0
78,J8,0,4,2,41.0
79,J0,0,3,2,52.0
79,J1,0,6,2,117.0
79,J2,0,0,2,0.0
79,J3,0,2,2,33.0
79,J4,0,5,2,62.0
79,J5,0,3,2,51.0
79,J6,0,2,2,25.0
79,J7,0,3,2,43.0
79,J8,0,4,2,44.0
80,J0,0,3,2,54.0
80,J1,0,7,2,123.0
80,J2,0,0,2,0.0
80,J3,0,2,2,35.0
80,J4,0,5,2,66.0
80,J5,0,3,2,54.0
80,J6,0,2,2,27.0
80,J7,0,3,2,46.0
80,J8,0,4,2,47.0
81,J0,0,3,2,57.0
81,J1,0,7,2,129.0
81,J2,0,0,2,0.0
81,J3,0,2,2,37.0
81,J4,0,5,2,70.0
81,J5,0,3,2,57.0
81,J6,0,2,2,29.0
81,J7,0,3,2,49.0
81,J8,0,4,2,50.0
82,J0,0,3,2,60.0
82,J1,0,7,2,135.0
82,J2,0,0,2,0.0
82,J3,0,2,2,39.0
82,J4,0,4,2,74.0
82,J5,0,3,2,60.0
82,J6,0,3,2,31.0
82,J7,0,3,2,52.0
82,J8,0,4,2,53.0
83,J0,0,3,2,63.0
83,J1,0,7,2,141.0
83,J2,0,0,2,0.0
83,J3,0,2,2,41.0
83,J4,0,4,2,78.0
83,J5,0,3,2,63.0
83,J6,0,3,2,33.0
83,J7,0,3,2,55.0
83,J8,0,3,2,56.0
84,J0,0,3,2,66.0
84,J1,0,7,2,147.0
84,J2,0,0,2,0.0
84,J3,0,3,2,43.0
84,J4,0,4,2,82.0
84,J5,0,4,2,66.0
84,J6,0,3,2,35.0
84,J7,0,3,2,58.0
84,J8,0,3,2,59.0
85,J0,0,3,2,69.0
85,J1,0,7,2,153.0
85,J2,0,0,2,0.0
85,J3,0,3,2,45.0
85,J4,0,4,2,86.0
85,J5,0,4,2,69.0
85,J6,0,4,2,37.0
85,J7,0,3,2,61.0
85,J8,0,3,2,62.0
86,J0,0,3,2,72.0
86,J1,0,8,2,159.0
86,J2,0,0,2,0.0
86,J3,0,3,2,47.0
86,J4,0,4,2,90.0
86,J5,0,4,2,72.0
86,J6,0,4,2,39.0
86,J7,0,3,2,64.0
86,J8,0,3,2,65.0
87,J0,0,3,3,75.0
87,J1,0,8,3,165.0
87,J2,0,0,3,0.0
87,J3,0,3,3,49.0
87,J4,0,4,3,94.0
87,J5,0,4,3,75.0
87,J6,0,4,3,41.0
87,J7,0,3,3,67.0
87,J8,0,3,3,68.0
88,J0,0,3,3,78.0
88,J1,0,8,3,171.0
88,J2,0,0,3,0.0
88,J3,0,3,3,51.0
88,J4,0,4,3,98.0
88,J5,0,4,3,78.0
88,J6,0,5,3,43.0
88,J7,0,3,3,70.0
88,J8,0,3,3,71.0
89,J0,0,3,3,81.0
89,J1,0,8,3,178.0
89,J2,0,0,3,0.0
89,J3,0,3,3,53.0
89,J4,0,4,3,102.0
89,J5,0,4,3,81.0
89,J6,0,5,3,45.0
89,J7,0,3,3,73.0
89,J8,0,3,3,74.0
90,J0,0,1,0,10.0
90,J1,0,6,0,109.0
90,J2,0,0,0,0.0
90,J3,0,2,0,24.0
90,J4,0,3,0,40.0
90,J5,0,2,0,26.0
90,J6,0,4,0,14.0
90,J7,0,1,0,30.0
90,J8,0,1,0,16.0
91,J0,0,1,0,0.0
91,J1,0,6,2,72.0
91,J2,0,0,0,0.0
91,J3,0,1,0,0.0
91,J4,0,3,0,13.0
91,J5,0,2,0,0.0
91,J6,0,4,0,2.0
91,J7,0,1,0,0.0
91,J8,0,1,0,0.0
92,J0,0,2,0,0.0
92,J1,0,7,2,40.0
92,J2,0,1,0,0.0
